idx,Model ID,Mean,ade_corpus_v2,anli,aqua_rat,arc_challenge,arc_easy,banking77,boolean_expressions,circa,clinc_oos,commonsense_qa,cryptonews_articles,disfl_qa,elementary_math_qa_question_only,formal_fallacies_syllogisms_negation,glue_cola,glue_mnli,glue_mrpc,glue_qnli,glue_qqp,glue_sst2,gsm8k,hyperbaton,intersect_geometry,machine_paraphrase_dataset,medmcqa,mmlu_combined,mmlu_pro,mnist_ascii,multistep_arithmetic,object_counting,openmathinstruct_2,overruling,qa_wikidata,qasc,quail,race_high,reasoning_about_colored_objects,sciq,sports_understanding,stackoverflow_questions,super_glue_boolq,super_glue_copa,super_glue_rte,super_glue_wic,super_glue_wsc,temporal_sequences,toxic_chat,tracking_shuffled_objects,tweet_eval_hate,tweet_topic_single,twitter_complaints,twitter_financial_news_sentiment,typescript_chunks,unarxive_imrad_clf,unit_conversion_si_conversion,web_of_lies,xnli_de,xnli_en,xnli_es,xnli_fr,xnli_hi,xnli_th
1779,tmiyamoto/qwen3-4b-20260224_0411-exp04b-allclean,0.5703360215053763,0.75,0.54,0.42,0.88,0.97,0.37,0.7,0.2,0.29,0.62,0.43,0.4,0.09,0.67,0.8,0.84,0.73,0.91,0.83,0.87,0.97,0.77,0.07,0.61,0.51,0.56,0.26,0.1,0.05,0.36,0.01,0.87,0.54,0.88,0.56,0.73,0.43,0.45,0.68,0.2708333333333333,0.84,0.72,0.88,0.72,0.47,0.35,0.96,0.24,0.61,0.74,0.74,0.68,0.96,0.34,0.18,0.4,0.61,0.67,0.62,0.59,0.49,0.56
1780,tmiyamoto/qwen3-4b-agentbench-exp02,0.5656384408602149,0.74,0.53,0.39,0.85,0.96,0.4,0.74,0.14,0.36,0.66,0.43,0.39,0.01,0.67,0.79,0.84,0.7,0.9,0.81,0.87,0.96,0.71,0.04,0.61,0.5,0.56,0.26,0.11,0.01,0.46,0.0,0.89,0.5,0.91,0.52,0.77,0.35,0.44,0.77,0.23958333333333334,0.83,0.73,0.88,0.71,0.47,0.42,0.94,0.19,0.63,0.68,0.77,0.7,0.93,0.33,0.14,0.34,0.6,0.68,0.64,0.61,0.48,0.58
1781,today55/your-lora-repo4,0.5714717741935483,0.79,0.53,0.36,0.88,0.97,0.21,0.62,0.05,0.38,0.66,0.4,0.37,0.01,0.62,0.81,0.86,0.72,0.83,0.8,0.87,0.97,0.72,0.06,0.75,0.51,0.61,0.33,0.11,0.06,0.37,0.0,0.92,0.43,0.88,0.57,0.83,0.36,0.4,0.68,0.28125,0.84,0.66,0.83,0.73,0.62,0.47,0.96,0.21,0.64,0.82,0.89,0.68,0.86,0.32,0.19,0.56,0.57,0.72,0.64,0.61,0.47,0.56
1782,tomo1222/Qwen3-4B-qlora,0.5593548387096775,0.81,0.5,0.41,0.86,0.97,0.25,0.61,0.06,0.32,0.62,0.41,0.32,0.0,0.59,0.8,0.84,0.71,0.84,0.84,0.87,0.89,0.5,0.0,0.72,0.5,0.61,0.32,0.08,0.08,0.37,0.0,0.92,0.42,0.9,0.53,0.84,0.42,0.38,0.69,0.25,0.83,0.66,0.75,0.66,0.61,0.46,0.94,0.26,0.63,0.8,0.87,0.65,0.77,0.36,0.2,0.48,0.67,0.67,0.64,0.61,0.54,0.57
1783,tomo1222/Qwen3-4B-qlora-cleaned-v105,0.5670967741935483,0.78,0.54,0.41,0.87,0.97,0.28,0.65,0.08,0.38,0.62,0.41,0.38,0.01,0.59,0.81,0.87,0.7,0.83,0.81,0.89,0.93,0.69,0.05,0.7,0.51,0.58,0.28,0.09,0.06,0.39,0.0,0.87,0.44,0.89,0.6,0.83,0.45,0.39,0.69,0.25,0.84,0.68,0.85,0.69,0.63,0.47,0.96,0.15,0.65,0.78,0.84,0.67,0.81,0.34,0.09,0.48,0.58,0.73,0.64,0.62,0.48,0.61
1784,tomo1222/Qwen3-4B-qlora-cleaned-v106,0.562271505376344,0.78,0.52,0.41,0.86,0.97,0.25,0.55,0.07,0.36,0.63,0.43,0.39,0.02,0.59,0.82,0.84,0.7,0.85,0.8,0.89,0.94,0.62,0.04,0.7,0.49,0.58,0.27,0.08,0.08,0.4,0.01,0.86,0.38,0.9,0.66,0.83,0.6,0.38,0.64,0.2708333333333333,0.82,0.62,0.8,0.7,0.57,0.48,0.96,0.22,0.63,0.8,0.84,0.62,0.8,0.33,0.14,0.52,0.57,0.69,0.63,0.58,0.51,0.57
1785,tomoniyukiwo/Qwen3-4b-strucred-trained-by-lora-v2,0.5450067204301073,0.8,0.57,0.38,0.83,0.95,0.29,0.59,0.14,0.38,0.6,0.39,0.32,0.0,0.64,0.82,0.75,0.78,0.69,0.81,0.87,0.93,0.7,0.0,0.78,0.49,0.5,0.23,0.08,0.07,0.24,0.0,0.89,0.41,0.84,0.49,0.8,0.36,0.34,0.7,0.2604166666666667,0.84,0.52,0.79,0.66,0.63,0.49,0.9,0.13,0.64,0.74,0.88,0.7,0.82,0.27,0.09,0.51,0.58,0.65,0.58,0.61,0.49,0.56
1786,tomtom5560/qwen3-4b-struct-eval-lora-v3,0.013387096774193549,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.28,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1787,tomtom5560/qwen3-4b-struct-eval-lora-v4-10step,0.5272379032258065,0.8,0.56,0.39,0.8,0.93,0.3,0.65,0.11,0.34,0.46,0.41,0.33,0.0,0.64,0.81,0.84,0.76,0.91,0.81,0.86,0.86,0.38,0.04,0.66,0.46,0.5,0.25,0.06,0.06,0.22,0.0,0.91,0.41,0.92,0.61,0.79,0.18,0.41,0.71,0.21875,0.85,0.59,0.73,0.68,0.49,0.14,0.8,0.16,0.66,0.77,0.84,0.71,0.66,0.37,0.11,0.24,0.58,0.7,0.63,0.6,0.43,0.59
1788,toriiyu/your-lora-repo,0.5143682795698925,0.8,0.51,0.42,0.77,0.86,0.29,0.59,0.03,0.23,0.42,0.38,0.33,0.15,0.58,0.75,0.77,0.73,0.85,0.81,0.75,0.75,0.63,0.0,0.58,0.35,0.55,0.16,0.08,0.11,0.19,0.0,0.93,0.44,0.72,0.57,0.8,0.37,0.38,0.56,0.2708333333333333,0.73,0.57,0.75,0.65,0.6,0.37,0.91,0.15,0.55,0.72,0.91,0.66,0.82,0.26,0.05,0.51,0.5,0.69,0.59,0.57,0.38,0.49
1789,torutakenaga/qwen3-4b-structured-output-lora-run19,0.2680712365591397,0.47,0.0,0.13,0.41,0.6,0.23,0.64,0.28,0.12,0.44,0.39,0.23,0.0,0.0,0.48,0.41,0.33,0.73,0.64,0.46,0.02,0.27,0.0,0.25,0.2,0.29,0.06,0.0,0.05,0.01,0.0,0.63,0.25,0.41,0.06,0.31,0.01,0.27,0.53,0.010416666666666666,0.79,0.08,0.07,0.52,0.47,0.0,0.81,0.0,0.36,0.68,0.71,0.28,0.59,0.16,0.0,0.45,0.0,0.03,0.0,0.0,0.0,0.0
1790,torutakenaga/qwen3-4b-structured-output-lora-run20,0.27178091397849474,0.45,0.0,0.11,0.44,0.62,0.23,0.6,0.27,0.15,0.43,0.38,0.22,0.0,0.01,0.48,0.4,0.38,0.73,0.65,0.45,0.02,0.28,0.0,0.27,0.23,0.3,0.05,0.0,0.04,0.0,0.0,0.64,0.24,0.46,0.08,0.31,0.02,0.26,0.57,0.010416666666666666,0.79,0.11,0.13,0.5,0.48,0.0,0.83,0.0,0.32,0.67,0.72,0.31,0.59,0.18,0.0,0.43,0.0,0.01,0.0,0.0,0.0,0.0
1791,torutakenaga/qwen3-4b-structured-output-lora-run21,0.5115389784946234,0.81,0.46,0.33,0.81,0.96,0.27,0.58,0.05,0.37,0.61,0.38,0.35,0.0,0.59,0.76,0.86,0.7,0.82,0.81,0.86,0.94,0.52,0.0,0.74,0.49,0.58,0.18,0.08,0.07,0.3,0.0,0.89,0.43,0.9,0.56,0.82,0.3,0.39,0.7,0.13541666666666666,0.83,0.65,0.86,0.66,0.54,0.15,0.95,0.09,0.62,0.81,0.78,0.66,0.78,0.32,0.16,0.45,0.33,0.56,0.38,0.36,0.22,0.15
1792,toshino/sft-01,0.5670967741935482,0.81,0.53,0.41,0.85,0.95,0.27,0.66,0.05,0.34,0.6,0.42,0.4,0.0,0.67,0.84,0.84,0.71,0.82,0.81,0.86,0.97,0.74,0.08,0.75,0.5,0.62,0.24,0.07,0.08,0.32,0.0,0.93,0.42,0.89,0.53,0.82,0.28,0.42,0.68,0.25,0.81,0.66,0.84,0.69,0.65,0.43,0.95,0.22,0.63,0.81,0.88,0.67,0.89,0.29,0.16,0.49,0.6,0.71,0.65,0.66,0.48,0.56
1793,toshino/sft-02,0.5121102150537635,0.8,0.45,0.46,0.82,0.93,0.24,0.58,0.04,0.27,0.48,0.46,0.33,0.0,0.61,0.83,0.57,0.76,0.65,0.83,0.83,0.9,0.62,0.0,0.61,0.47,0.43,0.12,0.07,0.07,0.11,0.0,0.86,0.4,0.79,0.42,0.81,0.14,0.44,0.63,0.2708333333333333,0.75,0.55,0.71,0.68,0.65,0.41,0.95,0.18,0.6,0.82,0.91,0.63,0.71,0.29,0.1,0.51,0.56,0.67,0.57,0.62,0.33,0.45
1794,toshiyuki-kato/structeval-qwen3-4b-lora-a-v5,0.5635819892473116,0.74,0.59,0.41,0.76,0.83,0.37,0.63,0.12,0.37,0.61,0.37,0.39,0.05,0.6,0.79,0.84,0.81,0.87,0.84,0.89,0.94,0.5,0.0,0.67,0.45,0.62,0.28,0.08,0.1,0.37,0.01,0.94,0.45,0.91,0.67,0.73,0.46,0.4,0.65,0.3020833333333333,0.83,0.73,0.75,0.69,0.58,0.48,0.91,0.16,0.62,0.74,0.84,0.72,0.87,0.3,0.14,0.53,0.58,0.72,0.65,0.72,0.44,0.53
1795,tropico0313/my-lora-test,0.5603360215053764,0.81,0.53,0.42,0.87,0.95,0.25,0.66,0.05,0.35,0.66,0.38,0.33,0.0,0.6,0.8,0.86,0.7,0.84,0.79,0.87,0.96,0.52,0.0,0.82,0.51,0.63,0.25,0.07,0.06,0.32,0.0,0.91,0.47,0.9,0.51,0.84,0.23,0.41,0.7,0.2708333333333333,0.83,0.64,0.79,0.69,0.6,0.48,0.94,0.29,0.64,0.8,0.88,0.66,0.76,0.33,0.19,0.47,0.59,0.69,0.67,0.59,0.52,0.59
1796,tsubasaka/lora-repo-v3,0.542103494623656,0.77,0.57,0.37,0.81,0.92,0.25,0.61,0.37,0.34,0.58,0.43,0.31,0.01,0.62,0.75,0.73,0.79,0.56,0.81,0.83,0.93,0.8,0.02,0.8,0.44,0.5,0.24,0.08,0.1,0.34,0.01,0.86,0.34,0.82,0.5,0.77,0.48,0.32,0.69,0.2604166666666667,0.82,0.46,0.76,0.62,0.58,0.57,0.89,0.22,0.64,0.78,0.86,0.7,0.8,0.29,0.13,0.59,0.56,0.63,0.56,0.6,0.4,0.42
1797,tsubasaka/lora-repo-v4,0.5240255376344085,0.75,0.51,0.37,0.86,0.93,0.25,0.59,0.05,0.27,0.55,0.39,0.25,0.01,0.61,0.81,0.85,0.73,0.75,0.77,0.87,0.94,0.73,0.03,0.61,0.49,0.55,0.21,0.05,0.06,0.35,0.0,0.88,0.01,0.88,0.39,0.84,0.44,0.05,0.6,0.23958333333333334,0.8,0.69,0.74,0.66,0.46,0.52,0.91,0.23,0.61,0.8,0.81,0.62,0.9,0.33,0.15,0.33,0.55,0.68,0.56,0.65,0.44,0.53
1798,tsubasaka/lora-repo-v5,0.5248185483870966,0.75,0.52,0.39,0.85,0.95,0.25,0.61,0.05,0.27,0.52,0.38,0.24,0.01,0.62,0.81,0.84,0.75,0.75,0.77,0.87,0.93,0.71,0.03,0.61,0.5,0.55,0.2,0.09,0.07,0.34,0.0,0.87,0.01,0.88,0.39,0.84,0.41,0.05,0.59,0.21875,0.82,0.71,0.74,0.7,0.47,0.52,0.91,0.22,0.61,0.79,0.8,0.62,0.9,0.32,0.15,0.36,0.54,0.7,0.55,0.64,0.43,0.55
1799,tsubasaka/lora-repo-v6,0.5664784946236558,0.8,0.56,0.42,0.86,0.96,0.27,0.63,0.05,0.35,0.61,0.42,0.37,0.0,0.65,0.84,0.85,0.71,0.83,0.8,0.87,0.94,0.7,0.07,0.74,0.5,0.63,0.22,0.1,0.07,0.33,0.0,0.93,0.41,0.88,0.55,0.83,0.29,0.38,0.69,0.2916666666666667,0.83,0.67,0.83,0.67,0.68,0.44,0.94,0.22,0.64,0.81,0.87,0.66,0.86,0.33,0.17,0.47,0.62,0.7,0.65,0.66,0.47,0.53
1800,tungtungsahuru/Qwen3-4B-IE-DPO-ONLY,0.5805645161290324,0.76,0.55,0.21,0.88,0.95,0.43,0.71,0.15,0.38,0.65,0.44,0.38,0.07,0.65,0.81,0.87,0.7,0.89,0.82,0.86,0.97,0.81,0.19,0.69,0.46,0.6,0.25,0.1,0.06,0.45,0.01,0.89,0.39,0.92,0.64,0.74,0.41,0.4,0.7,0.375,0.87,0.75,0.88,0.74,0.46,0.49,0.96,0.15,0.59,0.62,0.8,0.69,0.95,0.33,0.12,0.51,0.66,0.74,0.68,0.67,0.53,0.59
1801,tungtungsahuru/Qwen3-IE-SFT-LoRA,0.5225470430107527,0.83,0.5,0.14,0.79,0.87,0.34,0.77,0.06,0.42,0.51,0.45,0.38,0.21,0.55,0.76,0.7,0.77,0.86,0.84,0.9,0.17,0.71,0.09,0.58,0.49,0.55,0.22,0.06,0.21,0.42,0.0,0.87,0.45,0.92,0.54,0.36,0.45,0.37,0.58,0.19791666666666666,0.88,0.54,0.6,0.66,0.44,0.17,0.91,0.15,0.59,0.62,0.74,0.72,0.88,0.3,0.1,0.52,0.59,0.72,0.68,0.63,0.48,0.59
1802,tussiiiii/qwen3-4b-structured-output-lora-continued-v5-daichira-ver2,0.5598387096774193,0.8,0.55,0.4,0.85,0.97,0.24,0.55,0.05,0.36,0.65,0.36,0.34,0.0,0.6,0.81,0.87,0.69,0.83,0.8,0.87,0.95,0.64,0.01,0.72,0.49,0.59,0.29,0.13,0.07,0.36,0.0,0.92,0.4,0.88,0.59,0.84,0.28,0.41,0.68,0.25,0.83,0.74,0.8,0.72,0.62,0.44,0.94,0.21,0.64,0.79,0.88,0.68,0.8,0.34,0.2,0.51,0.56,0.69,0.63,0.61,0.45,0.54
1803,tussiiiii/qwen3-4b-structured-output-lora-continued-v5-daichira-ver2-dpo,0.5606586021505376,0.8,0.57,0.38,0.87,0.96,0.22,0.58,0.05,0.36,0.68,0.36,0.35,0.0,0.59,0.81,0.87,0.71,0.84,0.79,0.87,0.93,0.65,0.0,0.72,0.51,0.59,0.3,0.06,0.06,0.36,0.0,0.92,0.4,0.89,0.59,0.83,0.28,0.38,0.68,0.2708333333333333,0.82,0.71,0.81,0.74,0.62,0.46,0.95,0.26,0.66,0.81,0.88,0.65,0.8,0.36,0.21,0.43,0.57,0.68,0.65,0.61,0.47,0.53
1804,tussiiiii/qwen3-4b-structured-output-lora-continued-v5-daichira-ver2-dpo-ver2,0.5582325268817203,0.8,0.56,0.41,0.86,0.97,0.24,0.55,0.05,0.36,0.66,0.38,0.34,0.0,0.6,0.81,0.87,0.71,0.84,0.8,0.87,0.96,0.7,0.0,0.71,0.51,0.59,0.28,0.07,0.06,0.31,0.0,0.93,0.41,0.89,0.59,0.82,0.29,0.39,0.69,0.2604166666666667,0.82,0.74,0.79,0.7,0.62,0.47,0.95,0.18,0.65,0.82,0.88,0.68,0.77,0.36,0.19,0.45,0.55,0.69,0.62,0.6,0.44,0.5
1805,tussiiiii/qwen3-4b-structured-output-lora-continued-v5-daichira-ver3,0.5569422043010753,0.81,0.56,0.41,0.85,0.97,0.22,0.58,0.04,0.34,0.66,0.38,0.33,0.0,0.61,0.81,0.86,0.71,0.83,0.79,0.87,0.94,0.66,0.0,0.7,0.5,0.57,0.29,0.07,0.07,0.25,0.0,0.93,0.37,0.89,0.6,0.83,0.32,0.4,0.69,0.2604166666666667,0.82,0.72,0.79,0.71,0.59,0.47,0.95,0.22,0.66,0.81,0.88,0.67,0.81,0.34,0.19,0.52,0.56,0.68,0.63,0.62,0.42,0.5
1806,tussiiiii/qwen3-4b-structured-output-lora-continued-v5-daichira-ver3-2,0.5587096774193547,0.8,0.56,0.36,0.87,0.97,0.23,0.56,0.04,0.35,0.68,0.38,0.35,0.0,0.61,0.81,0.86,0.71,0.83,0.79,0.87,0.94,0.69,0.02,0.71,0.48,0.58,0.27,0.1,0.06,0.32,0.0,0.92,0.36,0.87,0.58,0.82,0.3,0.4,0.69,0.25,0.82,0.75,0.8,0.71,0.61,0.46,0.94,0.2,0.65,0.82,0.87,0.69,0.8,0.36,0.18,0.49,0.56,0.69,0.66,0.62,0.44,0.53
1807,tussiiiii/qwen3-4b-structured-output-lora-continued-v5-daichira-ver3-3,0.5514448924731183,0.81,0.56,0.42,0.86,0.97,0.23,0.53,0.05,0.35,0.63,0.37,0.32,0.0,0.62,0.82,0.85,0.71,0.84,0.8,0.87,0.93,0.62,0.0,0.68,0.49,0.57,0.31,0.1,0.08,0.27,0.0,0.92,0.34,0.88,0.55,0.83,0.29,0.35,0.69,0.23958333333333334,0.81,0.64,0.79,0.72,0.61,0.41,0.94,0.17,0.64,0.81,0.88,0.69,0.83,0.35,0.19,0.46,0.55,0.71,0.63,0.62,0.46,0.53
1808,tussiiiii/qwen3-4b-structured-output-lora-continued-v5-daichira-ver3-4,0.5522580645161289,0.81,0.56,0.36,0.84,0.97,0.25,0.57,0.04,0.35,0.63,0.38,0.33,0.0,0.59,0.82,0.85,0.7,0.84,0.8,0.87,0.93,0.63,0.0,0.67,0.49,0.58,0.29,0.05,0.07,0.27,0.0,0.92,0.35,0.89,0.57,0.83,0.29,0.38,0.69,0.25,0.82,0.68,0.79,0.7,0.65,0.43,0.95,0.23,0.65,0.79,0.88,0.67,0.82,0.36,0.19,0.47,0.58,0.68,0.63,0.62,0.44,0.5
1809,tussiiiii/qwen3-4b-structured-output-lora-continued-v5-daichira-ver3-5,0.5580712365591399,0.8,0.57,0.4,0.85,0.96,0.24,0.55,0.05,0.35,0.64,0.38,0.33,0.0,0.61,0.83,0.86,0.71,0.83,0.8,0.87,0.93,0.63,0.0,0.69,0.51,0.58,0.3,0.05,0.07,0.32,0.0,0.92,0.4,0.88,0.59,0.82,0.31,0.37,0.68,0.2604166666666667,0.82,0.73,0.79,0.73,0.61,0.48,0.95,0.23,0.67,0.83,0.88,0.67,0.79,0.35,0.19,0.47,0.58,0.7,0.64,0.61,0.42,0.52
1810,tussiiiii/qwen3-4b-structured-output-lora-continued-v5-ver2,0.5708333333333334,0.79,0.55,0.39,0.88,0.96,0.26,0.58,0.06,0.4,0.65,0.39,0.39,0.0,0.62,0.84,0.87,0.71,0.82,0.78,0.86,0.95,0.68,0.05,0.79,0.49,0.62,0.32,0.1,0.06,0.38,0.0,0.91,0.39,0.89,0.57,0.84,0.34,0.41,0.69,0.2916666666666667,0.84,0.68,0.85,0.7,0.64,0.45,0.96,0.24,0.65,0.82,0.87,0.69,0.82,0.35,0.18,0.52,0.56,0.7,0.65,0.62,0.46,0.57
1811,tussiiiii/qwen3-4b-structured-output-lora-continued-v5-ver3,0.5572379032258064,0.81,0.56,0.41,0.87,0.97,0.22,0.57,0.05,0.34,0.67,0.39,0.34,0.0,0.59,0.82,0.86,0.7,0.84,0.8,0.87,0.93,0.69,0.0,0.69,0.48,0.55,0.29,0.08,0.07,0.32,0.0,0.93,0.39,0.88,0.57,0.83,0.26,0.39,0.69,0.21875,0.82,0.7,0.79,0.74,0.61,0.42,0.95,0.2,0.65,0.81,0.88,0.68,0.81,0.35,0.2,0.48,0.57,0.7,0.63,0.65,0.47,0.5
1812,uchiro/qwen3-sft-structeval-run5,0.5706586021505377,0.8,0.56,0.4,0.87,0.97,0.24,0.64,0.05,0.37,0.64,0.41,0.39,0.01,0.65,0.83,0.87,0.72,0.8,0.8,0.87,0.96,0.72,0.08,0.76,0.48,0.59,0.27,0.13,0.07,0.36,0.01,0.91,0.41,0.91,0.56,0.83,0.32,0.37,0.71,0.2708333333333333,0.82,0.67,0.85,0.7,0.64,0.47,0.94,0.18,0.64,0.81,0.88,0.69,0.87,0.33,0.18,0.45,0.61,0.71,0.63,0.65,0.48,0.57
1813,umaru727/my-lora-repo-4,0.5653293010752689,0.79,0.53,0.42,0.86,0.95,0.21,0.6,0.06,0.4,0.64,0.38,0.3,0.0,0.59,0.81,0.86,0.72,0.87,0.81,0.85,0.94,0.66,0.04,0.7,0.49,0.61,0.3,0.08,0.09,0.38,0.0,0.93,0.44,0.89,0.62,0.83,0.42,0.39,0.68,0.2604166666666667,0.83,0.67,0.81,0.7,0.63,0.45,0.94,0.21,0.64,0.81,0.9,0.67,0.87,0.33,0.19,0.52,0.59,0.66,0.64,0.6,0.46,0.53
1814,umaru727/my-lora-repo-5,0.5467540322580645,0.81,0.48,0.35,0.78,0.92,0.23,0.67,0.05,0.35,0.57,0.38,0.37,0.05,0.6,0.83,0.75,0.7,0.89,0.82,0.81,0.94,0.54,0.05,0.58,0.47,0.6,0.29,0.1,0.13,0.25,0.01,0.92,0.49,0.82,0.63,0.82,0.43,0.37,0.59,0.21875,0.8,0.66,0.76,0.66,0.59,0.43,0.95,0.23,0.58,0.81,0.93,0.7,0.81,0.28,0.21,0.43,0.64,0.66,0.58,0.6,0.43,0.5
1815,ushiokunio/qwen3-4b-structured-output-lora_rev2.01,0.5585685483870968,0.8,0.57,0.34,0.86,0.96,0.26,0.59,0.05,0.4,0.62,0.37,0.35,0.0,0.62,0.82,0.84,0.73,0.8,0.81,0.87,0.95,0.73,0.02,0.8,0.5,0.56,0.25,0.15,0.06,0.19,0.01,0.89,0.43,0.9,0.48,0.84,0.24,0.39,0.69,0.28125,0.85,0.59,0.81,0.66,0.63,0.47,0.92,0.22,0.66,0.81,0.87,0.69,0.81,0.32,0.17,0.47,0.61,0.71,0.63,0.68,0.51,0.52
1816,usk-a/your-lora-repo,0.5695295698924733,0.8,0.55,0.4,0.86,0.96,0.26,0.63,0.05,0.37,0.63,0.42,0.37,0.0,0.65,0.85,0.86,0.71,0.81,0.79,0.87,0.96,0.71,0.07,0.73,0.51,0.61,0.25,0.14,0.06,0.34,0.0,0.92,0.4,0.9,0.55,0.83,0.27,0.41,0.7,0.2708333333333333,0.83,0.69,0.86,0.68,0.62,0.44,0.94,0.21,0.64,0.81,0.88,0.67,0.87,0.33,0.18,0.58,0.61,0.71,0.63,0.63,0.47,0.56
1817,uskma7151/Qwen3-4B-v2-clean,0.2991935483870968,0.68,0.01,0.17,0.39,0.64,0.19,0.51,0.05,0.14,0.29,0.39,0.19,0.0,0.27,0.8,0.6,0.75,0.54,0.82,0.83,0.0,0.0,0.03,0.16,0.17,0.22,0.08,0.01,0.1,0.0,0.0,0.79,0.45,0.62,0.42,0.56,0.09,0.34,0.29,0.0,0.68,0.0,0.66,0.35,0.61,0.0,0.62,0.02,0.31,0.6,0.73,0.51,0.64,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1818,uskma7151/Qwen3-4B-v2-clean-v2-6,0.48759408602150534,0.85,0.39,0.34,0.71,0.9,0.24,0.51,0.02,0.18,0.43,0.46,0.28,0.12,0.65,0.78,0.52,0.79,0.76,0.86,0.79,0.89,0.59,0.05,0.58,0.35,0.45,0.21,0.12,0.15,0.09,0.02,0.84,0.3,0.68,0.56,0.72,0.42,0.35,0.55,0.2708333333333333,0.74,0.57,0.64,0.56,0.58,0.54,0.95,0.23,0.58,0.72,0.85,0.59,0.82,0.23,0.21,0.48,0.35,0.46,0.36,0.38,0.29,0.33
1819,uskma7151/qwen3-4b-v5-3,0.3987096774193548,0.73,0.19,0.11,0.84,0.94,0.28,0.56,0.02,0.33,0.64,0.39,0.4,0.01,0.55,0.81,0.51,0.7,0.8,0.76,0.72,0.95,0.82,0.0,0.26,0.49,0.27,0.08,0.0,0.01,0.31,0.0,0.77,0.44,0.56,0.34,0.86,0.02,0.39,0.08,0.0,0.77,0.16,0.46,0.57,0.49,0.01,0.9,0.0,0.42,0.78,0.66,0.67,0.75,0.33,0.2,0.08,0.09,0.17,0.12,0.11,0.02,0.02
1820,uskma7151/qwen3-4b-v5-3-refined-reasoning,0.009838709677419356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1821,uskma7151/qwen3-4b-v5-4,0.09016129032258063,0.1,0.0,0.0,0.1,0.16,0.13,0.02,0.0,0.1,0.01,0.03,0.31,0.0,0.08,0.03,0.16,0.07,0.45,0.0,0.06,0.07,0.0,0.0,0.02,0.07,0.04,0.02,0.0,0.01,0.0,0.0,0.26,0.36,0.32,0.24,0.19,0.05,0.43,0.02,0.0,0.44,0.0,0.29,0.0,0.08,0.0,0.0,0.0,0.05,0.17,0.01,0.01,0.53,0.09,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
1822,wan-wan/my-lora-repo,0.5576948924731182,0.8,0.55,0.42,0.87,0.97,0.21,0.58,0.05,0.35,0.5,0.41,0.33,0.0,0.59,0.81,0.87,0.71,0.83,0.8,0.87,0.96,0.57,0.01,0.77,0.51,0.56,0.3,0.05,0.08,0.44,0.0,0.92,0.41,0.88,0.49,0.85,0.32,0.4,0.71,0.17708333333333334,0.81,0.67,0.81,0.7,0.62,0.46,0.94,0.3,0.63,0.82,0.88,0.63,0.77,0.33,0.19,0.48,0.62,0.71,0.64,0.62,0.44,0.58
1823,westisle/qwen3-4b-lora-adapter-v2,0.4858198924731184,0.48,0.4,0.4,0.75,0.9,0.26,0.68,0.33,0.11,0.48,0.43,0.28,0.27,0.59,0.76,0.47,0.77,0.77,0.8,0.85,0.82,0.58,0.16,0.59,0.47,0.51,0.21,0.16,0.2,0.24,0.05,0.61,0.46,0.68,0.53,0.69,0.48,0.43,0.63,0.2708333333333333,0.8,0.64,0.83,0.53,0.43,0.27,0.85,0.2,0.58,0.07,0.62,0.26,0.22,0.26,0.19,0.56,0.52,0.62,0.55,0.57,0.53,0.47
1824,westisle/qwen3-4b-lora-adapter-v3,0.4839516129032258,0.54,0.42,0.36,0.72,0.88,0.18,0.67,0.21,0.09,0.43,0.42,0.29,0.26,0.66,0.78,0.49,0.79,0.75,0.81,0.82,0.85,0.66,0.14,0.58,0.45,0.54,0.22,0.1,0.18,0.22,0.05,0.55,0.47,0.76,0.52,0.69,0.45,0.43,0.68,0.375,0.86,0.71,0.7,0.59,0.43,0.36,0.66,0.22,0.57,0.13,0.4,0.24,0.35,0.29,0.16,0.55,0.54,0.58,0.58,0.56,0.51,0.53
